regime,method,seed,coverage,avg_width,median_width,width_std,width_ratio_to_oracle,width_ratio_marginal,worst_bin_cov,best_bin_cov,coverage_gap_mean,coverage_gap_max,coverage_range,oracle_width,bandwidth_h,Q_global,Q_local_mean,Q_local_std
A1,Global,6,0.905,3.410088300704956,3.4404656887054443,0.1148681789636612,1.0365931949550538,1.0365932399179862,0.888,0.927,0.009800000000000008,0.027000000000000024,0.039000000000000035,3.289707253902946,0.07368062997280775,0.08644551177659512,,
A1,Local,6,0.9066,3.3965814318571677,3.418247132565228,0.2221334977664063,1.032487443321112,1.0324874433211115,0.895,0.919,0.008600000000000007,0.019000000000000017,0.02400000000000002,3.289707253902946,0.07368062997280775,,0.0796921763617764,0.12962207245135268
A1,Global,7,0.9038,3.335235595703125,3.307675838470459,0.1816905438899994,1.013839628191814,1.0138396332215165,0.886,0.935,0.013800000000000012,0.03500000000000003,0.049000000000000044,3.289707253902946,0.07368062997280775,0.005080376903610274,,
A1,Local,7,0.8998,3.331122437403958,3.3256785661325687,0.27839414229602966,1.0125893218771602,1.0125893218771598,0.865,0.924,0.015400000000000014,0.03500000000000003,0.05900000000000005,3.289707253902946,0.07368062997280775,,0.0030238440546445275,0.17623694073258667
A1,Global,8,0.9082,3.3867547512054443,3.3684792518615723,0.2115151286125183,1.0295002650273963,1.0295003445024964,0.862,0.931,0.02340000000000002,0.038000000000000034,0.06900000000000006,3.289707253902946,0.07368062997280775,-0.010978141843061577,,
A1,Local,8,0.9092,3.3941838334759034,3.383524657080435,0.25446265853444455,1.0317586251630768,1.0317586251630764,0.891,0.925,0.012800000000000011,0.025000000000000022,0.03400000000000003,3.289707253902946,0.07368062997280775,,-0.00726350604485302,0.19619308824141252
A1,Global,9,0.9168,3.427492141723633,3.4359655380249023,0.12192817777395248,1.0418837062283464,1.0418836319423916,0.904,0.927,0.016800000000000016,0.027000000000000024,0.02300000000000002,3.289707253902946,0.07368062997280775,0.04411084034538942,,
A1,Local,9,0.9104,3.4006636083086006,3.3997602290174096,0.23155959274623192,1.0337283368524708,1.0337283368524706,0.889,0.932,0.015600000000000013,0.03200000000000003,0.04300000000000004,3.289707253902946,0.07368062997280775,,0.030696426350668923,0.135860518103163
B1,Global,0,0.8952,3.416185140609741,3.052847146987915,2.1997592449188232,1.2925369210012578,1.080162420327633,0.869,0.915,0.014800000000000013,0.031000000000000028,0.04600000000000004,3.162658759757213,0.07368062997280775,-0.023295677689971983,,
B1,Local,0,0.9036,3.3253862488585195,1.9070763233766805,2.4174109034123625,1.1669838718455745,1.0514527495574004,0.876,0.934,0.02160000000000002,0.03400000000000003,0.05800000000000005,3.162658759757213,0.07368062997280775,,-0.06869504301833686,0.37932534634861154
B1,Global,1,0.8956,3.321913719177246,2.7956950664520264,2.150428533554077,1.2538476621878587,1.0375124016702493,0.881,0.913,0.012400000000000012,0.019000000000000017,0.03200000000000003,3.201806276078658,0.07368062997280775,0.021324611045992224,,
B1,Local,1,0.9104,3.456597101483888,1.9360717024003895,2.53425113706034,1.185962027341687,1.0795772146831066,0.896,0.928,0.01200000000000001,0.028000000000000025,0.03200000000000003,3.201806276078658,0.07368062997280775,,0.0886663237912687,0.42091099927845754
B1,Global,2,0.9078,3.3567726612091064,2.660930633544922,2.1642677783966064,1.2864972651726752,1.0636116121980939,0.852,0.934,0.027000000000000024,0.04800000000000004,0.08200000000000007,3.156013551104329,0.07368062997280775,0.005124602393809621,,
B1,Local,2,0.9148,3.4607779939370578,1.972411977021566,2.5509702090166617,1.2053723072997138,1.096566265606207,0.899,0.927,0.015200000000000014,0.027000000000000024,0.028000000000000025,3.156013551104329,0.07368062997280775,,0.057127234115562205,0.3477948883787958
B1,Global,3,0.9024,3.3095648288726807,2.5636730194091797,2.1190412044525146,1.2959258661665836,1.057071695650008,0.867,0.919,0.016800000000000016,0.03300000000000003,0.052000000000000046,3.130880187684511,0.07368062997280775,0.05234182583975399,,
B1,Local,3,0.9052,3.3904628203367904,1.9218937741720112,2.5171335909438954,1.1941812170034543,1.0829104331981025,0.894,0.919,0.008000000000000007,0.019000000000000017,0.025000000000000022,3.130880187684511,0.07368062997280775,,0.09279083980508554,0.32731542268615393
B1,Global,4,0.8978,3.3088672161102295,2.9275336265563965,2.077253818511963,1.3079975335381175,1.0629245201859334,0.882,0.917,0.009400000000000009,0.018000000000000016,0.03500000000000003,3.1129841802232785,0.07368062997280775,0.03493393167951064,,
B1,Local,4,0.9064,3.3036883749598904,1.822537498796064,2.520795757726425,1.1484837843298124,1.0612608942724964,0.866,0.93,0.020000000000000018,0.03400000000000003,0.06400000000000006,3.1129841802232785,0.07368062997280775,,0.03234460901442397,0.48108957730211516
B1,Global,5,0.904,3.457556962966919,2.9286932945251465,2.292809009552002,1.2864787316097328,1.0896621069939276,0.877,0.949,0.022399999999999996,0.04899999999999993,0.07199999999999995,3.1730542346795465,0.07368062997280775,0.041885229513160795,,
B1,Local,5,0.9072,3.263452241662818,1.928064205781503,2.2402812012577944,1.1761195844689507,1.0284892725738113,0.889,0.935,0.015200000000000014,0.03500000000000003,0.04600000000000004,3.1730542346795465,0.07368062997280775,,-0.055167338002881365,0.3915795917110047
B1,Global,6,0.905,3.3012118339538574,2.526193141937256,2.176565647125244,1.25117757618946,1.050166545292932,0.881,0.927,0.01260000000000001,0.027000000000000024,0.04600000000000004,3.143512663539498,0.07368062997280775,0.02211600965407293,,
B1,Local,6,0.91,3.4644219612899776,1.8219845619471533,2.6285530084741326,1.1907819755355769,1.102086211222431,0.902,0.922,0.010000000000000009,0.02200000000000002,0.020000000000000018,3.143512663539498,0.07368062997280775,,0.10372106411771784,0.3763308934911356
